name|bio|faculty_of
LUIS MARTINEZ|LUIS MARTINEZ IS AN ASSISTANT PROFESSOR AT THE UNIVERSITY OF CHICAGO HARRIS SCHOOL OF PUBLIC POLICY. HIS MAIN RESEARCH INTEREST IS IN THE ANALYSIS OF POLITICAL INSTITUTIONS IN DEVELOPING COUNTRIES, WITH A REGIONAL FOCUS ON LATIN AMERICA. SOME OF HIS WORK IS CENTERED AROUND AUTHORITARIAN REGIMES, TRYING TO DETECT MANIPULATION OF INFORMATION AND EXAMINING THE CONSEQUENCES OF EXPOSURE TO STATE REPRESSION. IN OTHER WORK, HE HAS STUDIED THE FUNCTIONING OF DEMOCRACY IN SETTINGS WITH WEAK INSTITUTIONS, ANALYZING FACTORS THAT AFFECT ELECTORAL PARTICIPATION AND GOVERNMENT PERFORMANCE. A THIRD LINE OF RESEARCH FOCUSES ON CIVIL CONFLICT, STUDYING THE IMPACT OF CROSS-BORDER SAFE HAVENS ON INSURGENT VIOLENCE AND THE EFFECT OF PEACE ON AGRICULTURAL INVESTMENT. HIS WORK HAS BEEN PUBLISHED OR IS FORTHCOMING IN GENERAL INTEREST JOURNALS IN ECONOMICS AND POLITICAL SCIENCE.|HARRIS SCHOOL OF PUBLIC POLICY
LYDIA MAKDAH-MUFARREH|LYDIA MAKDAH-MUFARREH IS THE ASSISTANT DIRECTOR OF SOCIAL MEDIA WITHIN THE HARRIS SCHOOL OF PUBLIC POLICY. SHE WILL OVERSEE ALL ASPECTS OF THE SCHOOL’S SOCIAL MEDIA AND DIGITAL PUBLIC AFFAIRS EFFORTS, AS PART OF A BROADER EFFORT TO ENHANCE AWARENESS OF AND ENGAGEMENT AMONG CURRENT AND PROSPECTIVE STUDENTS, ALUMNI, PARTNERS, PEER ACADEMIC INSTITUTIONS, AND POLICYMAKERS AND INFLUENCERS. LYDIA PREVIOUSLY WORKED AT ROOSEVELT UNIVERSITY FOR THREE YEARS AS THE SOCIAL MEDIA STRATEGIST. SHE GRADUATED FROM ROOSEVELT IN 2019 WITH A DEGREE IN INTEGRATED MARKETING COMMUNICATIONS AND IS CURRENTLY WORKING ON HER MBA.|HARRIS SCHOOL OF PUBLIC POLICY
LYDIA VELIKO|LYDIA VELIKO WORKS AS EXECUTIVE ADMINISTRATOR FOR HARRIS PUBLIC POLICY FACULTY DAN BLACK, RYAN KELLOGG, AND ROBERT ROSNER. PRIOR TO MOVING TO CHICAGO, LYDIA LIVED IN CLEVELAND AND WORKED AS ECUMENICAL AND INTERFAITH RELATIONS OFFICER FOR HER CHURCH DENOMINATION’S NATIONAL OFFICES. SHE HAS A BA FROM WELLESLEY COLLEGE AND A MASTER OF DIVINITY FROM YALE UNIVERSITY.|HARRIS SCHOOL OF PUBLIC POLICY
MADHU CAIN|"MADHU CAIN IS THE DIRECTOR OF FACILITIES AT HARRIS PUBLIC POLICY. SHE BRINGS A WIDE RANGE OF HUMAN RESOURCES AND FACILITIES EXPERIENCE TO THE ROLE, WITH OVER 29 YEARS AT HARRIS. MADHU LED THE $2.75 MILLION CAPITAL RENOVATION OF HARRIS’S CURRENT HOME AT 1155 E. 60TH STREET. THIS RENOVATION INCREASED SPACE FOR STUDENT AREAS, REDESIGNED AND INCREASED STAFF OFFICE LAYOUTS, AND CREATED BETTER PEOPLE FLOW. IN ADDITION TO OVERSEEING THE CURRENT HARRIS SPACE, MADHU ALSO OVERSEES THE $80 MILLION PROJECT TO BUILD THE FUTURE HOME OF HARRIS: THE KELLER CENTER.
PRIOR TO HER CURRENT ROLE, MADHU WORKED OVER 26 YEARS AS THE DIRECTOR OF HR AND FACILITIES, DIRECTOR OF ADMINISTRATIVE SERVICES, AND GRANTS AND ACCOUNT MANAGER. SHE HAS WORKED CLOSELY WITH FACULTY RECRUITMENT, WHERE SHE ASSISTED THE DEAN’S AND PROVOST OFFICES ON ACADEMIC AND FACULTY APPOINTMENTS AND MANAGED THE HIRING OF STAFF AND RA/TA STUDENTS. MADHU MANAGED THE RENOVATIONS FOR ALL HARRIS SCHOOL CLASSROOMS, THE LECTURE HALL, AND CAFETERIA, AND SHE ADMINISTERED THE HARRIS SCHOOL’S PRE- AND POSTAWARD ADMINISTRATION GRANTS SUBMISSIONS.
MADHU COMPLETED A PROFESSIONAL HR CERTIFICATION FROM NORTHERN ILLINOIS UNIVERSITY AND THE HUMAN RESOURCE MANAGEMENT CERTIFICATE PROGRAM FROM VILLANOVA UNIVERSITY. SHE STUDIED AT THE UNIVERSITY OF KUWAIT IN THE 1980S."|HARRIS SCHOOL OF PUBLIC POLICY
MADISON ZACCARDELLI|MADISON ZACCARDELLI IS THE ASSISTANT DIRECTOR OF MARKETING, STUDENT RECRUITMENT AND GLOBAL OUTREACH, AT HARRIS SCHOOL OF PUBLIC POLICY. SHE WORKS CLOSELY WITH THE REST OF THE HARRIS ADMISSIONS TEAM, SPENDING TIME ON LEAD GENERATION AND MOVING POTENTIAL STUDENTS THROUGH THE APPLICATION PROCESS. MADISON AND THE TEAM CREATE, EXECUTE, AND DISTRIBUTE CAMPAIGNS, EVENTS, AND MARKETING MATERIALS TO FIND CANDIDATES WHO WILL POSITIVELY IMPACT THE PUBLIC POLICY SPACE. PRIOR TO JOINING THE HARRIS TEAM, MADISON WORKED AS MARKETING COORDINATOR FOR PAPER SOURCE, WHERE SHE PLANNED AND EXECUTED EMAIL, SMS, META, AND GOOGLE CAMPAIGNS IN ORDER TO DRIVE E-COMMERCE AND IN-STORE REVENUE FOR THE BRAND. SHE COLLABORATED WITH VENDORS TO ENSURE THE SMOOTH EXECUTION OF CAMPAIGNS, AS WELL AS WORKING CROSS-FUNCTIONALLY WITHIN PAPER SOURCE. BEFORE THIS POSITION, SHE WORKED IN THE EXECUTIVE RECRUITING INDUSTRY AS A MARKETING INTERN AT SLAYTON SEARCH PARTNERS AND COORDINATED SOCIALS FOR MANY OF THE EXECUTIVES AS WELL AS DATA AND CRM MANAGEMENT. MADISON RECEIVED HER B.S.B IN DIGITAL MARKETING FROM DEPAUL UNIVERSITY IN 2020. AS A PANDEMIC GRADUATE, SHE FOUND A LOT OF VALUE IN LEANING INTO HER DEGREE AND FINISHING STRONG. DURING HER TIME AT DEPAUL, SHE WAS A MEMBER AND PRESIDENT OF THE SORORITY ALPHA SIGMA ALPHA, AS WELL AS VICE PRESIDENT OF STANDARDS FOR THE PANHELLENIC COUNCIL. WHAT IS YOUR FAVORITE BOOK? A WRINKLE IN TIME BY MADELEINE L’ENGLE IS MY FAVORITE BOOK OF ALL TIME. I LOVE THE ARTFUL WAY L’ENGLE DESCRIBES TIME TRAVEL. DESPITE BEING A BOOK THAT I FIRST READ 15 YEARS AGO, IT STANDS THE TEST OF TIME (NO PUN INTENDED). THE SENSE OF FAMILY, THE OUTLANDISH ADVENTURE, AND THE INCREDIBLE WRITING WILL NEVER FAIL TO IMPRESS ME. THIS BOOK IS ONE I WILL BE RE-READING FOR THE REST OF MY LIFE. WHAT’S SOMETHING YOU LOOK FORWARD TO DOING BUT HAVEN’T GOTTEN AROUND TO? STAYING AT MY GREAT-GRANDMOTHER’S HOME IN GORIANO SICOLI. MY GRANDFATHER’S HOMETOWN OF GORIANO, WHICH IS IN THE MOUNTAINS OF ITALY, HAD JUST BEEN ROCKED BY A MAJOR EARTHQUAKE THE LAST TIME THAT I VISITED. I WAS UNABLE TO STAY AT HER HOUSE DUE TO THE DAMAGE, AND I CAN’T WAIT TO GET BACK NOW THAT IT IS REPAIRED AND SAFE YET AGAIN! WHAT ARE YOUR HOBBIES? I LIKE TO THINK I DABBLE IN A MILLION DIFFERENT HOBBIES. I LOVE PICKING SOMETHING UP AND TRYING SOMETHING NEW. FROM ARTS AND CRAFTS TO READING AND MUSIC, I HAVE ALWAYS HAD A LOVE FOR THE ARTS AND MY LIFE WOULD NOT BE AS RICH WITHOUT THEM. I LOVE MARVEL, STAR WARS, AND BASICALLY ALL THINGS POP CULTURE. IT'S NOT EXACTLY A HOBBY, BUT I SPEND ALMOST ALL OF MY TIME WITH MY SWEET 7-LB RESCUE CHIHUAHUA, ELLIOTT. WE READ, SNUGGLE, AND GO ON LONG WALKS AROUND OUR BLOCK TOGETHER.  ASK MADISON ABOUT:|HARRIS SCHOOL OF PUBLIC POLICY
MAGGIE ELMARAKBY|MAGGIE ELMARAKBY SERVES AS THE DIRECTOR OF ALUMNI RELATIONS AT THE HARRIS SCHOOL OF PUBLIC POLICY. MAGGIE BRINGS EXTENSIVE EXPERIENCE IN ALUMNI ENGAGEMENT, BOARD MANAGEMENT, FUNDRAISING, AND EVENT PLANNING TO THE ROLE.  SINCE 2012, MAGGIE HAS SERVED IN A VARIETY OF ROLES AT THE UNIVERSITY OF CHICAGO. MOST RECENTLY SHE WAS A MEMBER OF THE ALUMNI RELATIONS TEAM AT THE LAW SCHOOL WHERE SHE OVERSAW REGIONAL EVENTS AND ENGAGEMENT AND HIGH-LEVEL ALUMNI COUNCILS. PRIOR TO COMING TO UCHICAGO, SHE HELD CONCURRENT ROLES WITH AMERICORPS PROJECTS FOCUSED ON EARLY EDUCATION POLICY AND CHILDHOOD LITERACY INTERVENTIONS. SHE IS PASSIONATE ABOUT PUBLIC POLICY AND IS A TRAINED POLICYMAKER. MAGGIE HOLDS A BA IN MIDDLE EASTERN STUDIES AND AN ETHICS CERTIFICATE FROM NORTHWESTERN UNIVERSITY. SHE HOLDS AN MA IN PUBLIC POLICY FROM THE HARRIS SCHOOL AT THE UNIVERSITY OF CHICAGO.|HARRIS SCHOOL OF PUBLIC POLICY
MAGGIE SHI|MAGGIE SHI IS A HEALTH ECONOMIST WHO STUDIES HOW POLICY DECISIONS SHAPE PROVIDER AND PATIENT BEHAVIOR, AND WHAT THE IMPLICATIONS ARE FOR HEALTHCARE COST AND QUALITY. SHE COMPLETED HER PHD IN ECONOMICS AT COLUMBIA UNIVERSITY AND WAS A POSTDOCTORAL FELLOW AT THE NATIONAL BUREAU OF ECONOMIC RESEARCH PRIOR TO JOINING HARRIS.|HARRIS SCHOOL OF PUBLIC POLICY
MALIHA CHISHTI|MALIHA CHISHTI IS A LECTURER AND RESEARCH ASSOCIATE AT THE PEARSON INSTITUTE FOR THE STUDY AND RESOLUTION OF GLOBAL CONFLICTS. HER CORE RESEARCH INTERESTS ARE IN EXAMINING THE INTERNATIONAL-LOCAL ENCOUNTER IN PEACEBUILDING, SECURITY AND DEVELOPMENT AND GENDER AND HUMAN RIGHTS. HER CURRENT WORK EXPLORES THE POLITICS OF PLURALISM AND DIFFERENCE IN WAR-AFFECTED CONTEXTS, FOCUSING ON THE THEORETICAL LIMITATIONS TO PROMOTING LONG-LASTING PEACE AND SECURITY IN NON-WESTERN CONTEXTS. SHE HOLDS A PHD FROM THE UNIVERSITY OF TORONTO AND COMPLETED A SENIOR RESEARCH FELLOWSHIP AT THE UNIVERSITY OF CHICAGO DIVINITY SCHOOL’S MARTIN MARTY CENTER. HER MOST RECENT PUBLICATION, “THE PULL TO THE LIBERAL PUBLIC: GENDER, ORIENTALISM AND PEACEBUILDING IN AFGHANISTAN,” (FORTHCOMING IN SIGNS: JOURNAL OF WOMEN IN CULTURE AND SOCIETY), OFFERS A POSTCOLONIAL FEMINIST PERSPECTIVE ON GENDER REFORMS UNDERWAY IN AFGHANISTAN, EXAMINING THE TENSIONS OF RELIGION, CULTURE AND TRADITION IN THE INTERNATIONAL-LOCAL AID ENCOUNTER.    IN ADDITION TO HER SCHOLARLY WORK, DR. CHISHTI HAS EXTENSIVE PRACTITIONER EXPERIENCE. SHE IS THE FORMER DIRECTOR OF THE HAGUE APPEAL FOR PEACE AT THE UNITED NATIONS, AND HELPED TO INITIATE THE HISTORIC SECURITY COUNCIL RESOLUTION 1325 ON WOMEN, PEACE AND SECURITY. HER WORK ON THIS LANDMARK RESOLUTION WAS RECOGNIZED BY THE UNIVERSITY OF TORONTO’S ‘GREAT MINDS’ ALUMNI CAMPAIGN. WHILE AT THE UN, MALIHA CONCEPTUALIZED AND DEVELOPED THE FIRST PEACE AND DISARMAMENT EDUCATION PILOT PROJECT FOR THE UNITED NATIONS DEPARTMENT FOR DISARMAMENT AFFAIRS IN FOUR WAR-TORN COUNTRIES. SHE ALSO IMPLEMENTED ONE OF THE FIRST TRAINING AND CAPACITY-BUILDING PROGRAMS FOR OVER 80 AFGHAN WOMEN ORGANIZATIONS IN AFGHANISTAN IN THE AFTERMATH OF THE US-LED WAR AND WAS APPOINTED BY THE CANADIAN GOVERNMENT TO BE THE SOCIAL IMPACT CONSULTANT FOR CANADA’S FIRST AND LARGEST ‘SIGNATURE’ AID PROJECT IN KANDAHAR AFGHANISTAN.|HARRIS SCHOOL OF PUBLIC POLICY
MARC FARINELLA|MARC FARINELLA IS A SENIOR ADVISOR TO THE HARRIS SCHOOL OF PUBLIC POLICY.  ADDITIONALLY, HE SERVES AS EXECUTIVE DIRECTOR OF HARRIS' CENTER FOR SURVEY METHODOLOGY. MARC JOINED HARRIS IN 2012 AS THE SCHOOL'S FIRST CHIEF OPERATING OFFICER.  PRIOR TO COMING TO HARRIS, MARC WAS A POLITICAL COMMUNICATIONS AND MANAGEMENT CONSULTANT AND HELD SENIOR LEADERSHIP ROLES IN BOTH THE POLICY AND POLITICAL ARENAS. HE SERVED AS CHIEF OF STAFF FOR THE GOVERNOR OF MISSOURI FROM 1993 TO 1996 AND AS NORTH CAROLINA STATE DIRECTOR FOR BARACK OBAMA'S 2008 PRESIDENTIAL CAMPAIGN. AS PRESIDENT OF FARINELLA & ASSOCIATES, A CONSULTING FIRM FOUNDED IN 1990, MARC WAS A STRATEGIC COMMUNICATIONS AND CAMPAIGN MANAGEMENT ADVISER TO CANDIDATES AND ELECTED OFFICIALS ACROSS THE NATION. CLIENTS INCLUDED SENATOR EVAN BAYH (IN), SENATOR BOB CASEY (PA), SENATOR JEAN CARNAHAN (MO), SENATOR HARRIS WOFFORD (PA), SENATOR ALAN DIXON (IL), GOVERNOR BEN NELSON (NE), GOVERNOR MEL CARNAHAN (MO), GOVERNOR CHRISTINE GREGOIRE (WA), AND MANY OTHERS. IN 2000, HE MANAGED ONE OF THE MOST EXTRAORDINARY SENATE CAMPAIGNS IN U.S. HISTORY: MISSOURI GOVERNOR MEL CARNAHAN'S DEFEAT OF INCUMBENT SENATOR JOHN ASHCROFT THREE-WEEKS AFTER CARNAHAN'S DEATH IN A PLANE CRASH. EARLIER IN HIS CAREER, MARC MANAGED POLITICAL CAMPAIGNS IN MISSOURI, ILLINOIS AND OKLAHOMA, AND HE SERVED AS A PUBLIC POLICY ANALYST FOR THE ILLINOIS ATTORNEY GENERAL AND THE ILLINOIS COMPTROLLER. HE HOLDS A MASTER'S DEGREE IN PUBLIC POLICY FROM THE UNIVERSITY OF CHICAGO, A MASTER'S DEGREE IN POLITICAL SCIENCE FROM THE UNIVERSITY OF ILLINOIS, AND A BA IN POLITICAL SCIENCE FROM NORTHWESTERN UNIVERSITY.|HARRIS SCHOOL OF PUBLIC POLICY
MAREIKE SCHOMERUS|MAREIKE SCHOMERUS (PHD, LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE) IS VICE PRESIDENT AT BUSARA. SHE IS A WIDELY PUBLISHED RESEARCHER ON VIOLENT CONFLICT AND HOW INTERNATIONAL ENGAGEMENT RESPONDS TO IT; EVIDENCE-BASED POLICY AND THE MENTAL MODELS THAT CAN SHAPE IT; AS WELL AS BEHAVIORAL MECHANISMS IN POST-CONFLICT RECOVERY, FOR WHICH SHE HAS DEVELOPED A BODY OF WORK ON THE ‘MENTAL LANDSCAPE’ OF LIVES IN OR AFTER SITUATIONS OF VIOLENCE. SHE HAS CONDUCTED APPLIED MULTI-METHOD RESEARCH FOR A WIDE RANGE OF INTERNATIONAL ORGANISATIONS AND WAS FORMERLY DIRECTOR OF PROGRAMME POLITICS AND GOVERNANCE AT ODI IN LONDON AND RESEARCH DIRECTOR OF THE SECURE LIVELIHOODS RESEARCH CONSORTIUM, ALSO AT ODI. SHE IS THE CO-EDITOR OF TWO VOLUMES (ON AFRICAN SECESSIONISM AND SOUTH SUDAN’S BORDERLANDS (PALGRAVE MACMILLAN) AND AUTHOR OF THE MONOGRAPHS THE LORD’S RESISTANCE ARMY: VIOLENCE AND PEACEMAKING IN AFRICA (CAMBRIDGE UNIVERSITY PRESS, 2021) AND LIVES AMID VIOLENCE: TRANSFORMING DEVELOPMENT IN THE WAKE OF CONFLICT (BLOOMSBURY, 2023).|HARRIS SCHOOL OF PUBLIC POLICY
MARIA ANGÉLICA BAUTISTA|MARIA ANGÉLICA BAUTISTA IS A SENIOR RESEARCH ASSOCIATE AT THE UNIVERSITY OF CHICAGO HARRIS SCHOOL OF PUBLIC POLICY. MARIA’S RESEARCH FOCUSES ON THE POLITICAL, ECONOMIC AND SOCIAL CONSEQUENCES OF STATE-LED REPRESSION. HER PHD DISSERTATION STUDIED THE CASE OF MILITARY DICTATORSHIP IN CHILE BASED ON A UNIQUE DATASET SHE COLLECTED AND EXPLORES THE EXTENT TO WHICH REPRESSION AFFECTED INDIVIDUAL POLITICAL PREFERENCES, BEHAVIOR AND ECONOMIC OUTCOMES BY COMPARING SUBJECTS WHO WERE VICTIMS OF POLITICAL TORTURE OR IMPRISONMENT BY THE STATE TO SUBJECTS WHO DID NOT. SHE ALSO STUDIES THE HETEROGENEOUS EFFECTS AND THE INTERGENERATIONAL CONSEQUENCES OF REPRESSION.|HARRIS SCHOOL OF PUBLIC POLICY
MARINA WILLIAMS|AS AN ASSOCIATE DIRECTOR OF CAREER AND LEADERSHIP READINESS, MARINA WORKS WITH HARRIS STUDENTS TO EXPLORE CAREER OPTIONS, IDENTIFY PROFESSIONAL DEVELOPMENT GOALS, AND SELECT PATHWAYS THAT ALIGN WITH STUDENTS’ VALUES. SHE IS DEDICATED TO EMPOWERING STUDENTS WITH RESOURCES AND TOOLS FOR SUCCESS THROUGH ONE-ON-ONE AND GROUP COACHING, INTERACTIVE COMMUNICATION, AND PROGRAM FACILITATION. PRIOR TO JOINING HARRIS, MARINA TAUGHT ENGLISH ABROAD THROUGH THE JAPAN EXCHANGE AND TEACHING (JET) PROGRAM, ASSISTING IN COURSE CURRICULUM AND DELIVERY FOR MORE THAN 800 STUDENTS IN GRADES 1-9. INTERCULTURAL WORK WITHIN HER LOCAL JAPANESE COMMUNITY INSPIRED MARINA TO PURSUE A GRADUATE DEGREE IN INTERNATIONAL RELATIONS, DURING WHICH TIME SHE ALSO MENTORED INTERNATIONAL AND LOCAL STUDENTS AT THE HIGH SCHOOL LEVEL AND BEYOND. FOLLOWING GRADUATION, MARINA FURTHER FOSTERED HER PASSION FOR EDUCATION AND PUBLIC SERVICE BY JOINING ROTARY INTERNATIONAL’S PEACE CENTERS TEAM, ASSISTING IN FELLOWSHIP PROGRAM MANAGEMENT FOR GRADUATE STUDENTS STUDYING PEACE AND CONFLICT RESOLUTION. MOST RECENTLY, MARINA WORKED AS A CAREER COUNSELOR FOR UNDERGRADUATE STUDENTS ON THE CAREERS IN BUSINESS TEAM AT UCHICAGO CAREER ADVANCEMENT. MARINA HOLDS A BA IN ENGLISH AND JAPANESE LANGUAGE AND CULTURE FROM NORTHWESTERN UNIVERSITY AND AN MA IN LAW AND DIPLOMACY FROM TUFTS UNIVERSITY, FLETCHER SCHOOL. FOLLOWING HER GRADUATE DEGREE, SHE ALSO EARNED CERTIFICATES IN ADULT MENTAL HEALTH FIRST AID, WORKPLACE NEGOTIATION, AND PROJECT MANAGEMENT.|HARRIS SCHOOL OF PUBLIC POLICY
MARLEY MANDELARO|MARLEY MANDELARO SERVES AS AN ASSISTANT DIRECTOR FOR ACADEMIC ADVISING & ACADEMIC SERVICES. SHE TAKES A RELATIONAL APPROACH TO SUPPORTING HARRIS STUDENTS FROM ORIENTATION TO GRADUATION. MARLEY IS THE HARRIS DISABILITY LIAISON AND COORDINATES ACCOMMODATIONS FOR STUDENTS WITH DISABILITIES. IF STUDENTS ARE NEW TO THE PROCESS AND MIGHT NEED TO ACCESS ACCOMMODATIONS FOR THE FIRST TIME, MARLEY IS HERE TO CONNECT THEM WITH THE STUDENT DISABILITY SERVICES OFFICE. MARLEY COMES TO HARRIS FROM CHICAGO PUBLIC SCHOOLS. SHE PRACTICED SCHOOL-BASED SOCIAL WORK AT TILTON ELEMENTARY SCHOOL AND WELLS COMMUNITY ACADEMY, PROVIDING THERAPEUTIC SERVICES FOR STUDENTS WITH EDUCATIONAL DISABILITIES IN ADDITION TO THE GENERAL POPULATION. MARLEY SERVED ON THE CPS CITYWIDE ASSESSMENT TEAMS, DETERMINING ELIGIBILITY FOR SPECIALIZED SERVICES ON BEHALF OF EARLY INTERVENTION RECIPIENTS AND STUDENTS ATTENDING PRIVATE SCHOOLS. SHE ASSISTED IN LAUNCHING BEHAVIORAL HEALTH TEAMS ACROSS BUILDINGS. BEFORE PURSUING HER LICENSE, MARLEY WORKED AS A 504 COORDINATOR & SPECIAL EDUCATION ASSISTANT AT CHICAGO HIGH SCHOOL FOR THE ARTS. SHE IS ESPECIALLY PASSIONATE ABOUT THE INTERSECTION OF DISABILITY, EDUCATION, AND PUBLIC SERVICE. MARLEY HOLDS AN A.M. DEGREE WITH A CLINICAL CONCENTRATION FROM THE CROWN FAMILY SCHOOL HERE AT UCHICAGO, AND A B.A. IN THEATER FROM THE UNIVERSITY OF BUFFALO SUNY. SHE WAS BORN AND RAISED IN ROCHESTER, NY. MARLEY CAN OFTEN BE FOUND SEARCHING THE CHICAGOLAND AREA FOR A PROPER BAGEL.|HARRIS SCHOOL OF PUBLIC POLICY
MARQUIS HAYES|MARQUIS HAYES SERVES AS AN ACADEMIC ADVISING SPECIALIST IN THE OFFICE OF STUDENT AFFAIRS AND SERVICES AT HARRIS. IN THIS ROLE, HE ADVISES STUDENTS TO SUPPORT THEM THROUGHOUT THEIR ACADEMIC CAREERS AND ASSISTS THEM IN ACHIEVING BOTH THEIR ACADEMIC AND PERSONAL GOALS. MARQUIS PREVIOUSLY SERVED AS A CORPS MEMBER AND GEAR UP SPECIALIST WITHIN THE ILLINOIS STUDENT ASSISTANCE COMMITTEE, WHERE HE ENSURED THAT GRADE-SCHOOL AND HIGH-SCHOOL STUDENTS WERE MADE AWARE OF FINANCIAL LITERACY TOPICS. HE ALSO PREPARED THEM FOR THEIR FUTURES, NO MATTER WHAT PATHS THEY CHOSE. MARQUIS HAS ALSO WORKED WITHIN THE UNIVERSITY OF CHICAGO OFFICE OF FINANCIAL AID AS AN ADVISOR, DUAL UNDERGRADUATE/GRADUATE COUNSELOR, AND AN ASSISTANT DIRECTOR. HE SPENT HIS TIME WITH FINANCIAL AID TO FAMILIARIZE HIMSELF WITH TOPICS BOTH WITHIN AND OUTSIDE OF HIS OFFICE TO BETTER ASSIST STUDENTS AND FAMILIES. MARQUIS HOLDS A BACHELOR’S DEGREE IN ENGLISH WITH MINORS IN BOTH AFRICAN AMERICAN STUDIES AND HISTORY. HE SPENT A GREAT DEAL OF TIME RESEARCHING TOPICS REGARDING GWENDOLYN BROOKS' WORKS OF POETRY.|HARRIS SCHOOL OF PUBLIC POLICY
MARTIN CASTILLO QUINTANA|MARTIN CASTILLO QUINTANA STUDIES THE RELATIONSHIP BETWEEN VIOLENT CONFLICT, POLICYMAKING, AND POLITICS, WITH A METHODOLOGICAL EMPHASIS ON FORMAL THEORY. HE DEVELOPS AND APPLIES GAME-THEORETIC MODELS TO UNDERSTAND THE EFFECTS OF DIFFERENT POLICIES ON THE CONFLICT BEHAVIOR OF VIOLENT ACTORS. HE ALSO STUDIES HOW VIOLENCE INFLUENCES POLITICS AND HOW POLITICS SHAPE POLICYMAKING. HIS CURRENT RESEARCH DELVES INTO HOW ORGANIZED CRIMINAL GROUPS FIGHT EACH OTHER AND THEIR INTERACTIONS WITH GOVERNMENT AND STATE AUTHORITIES. HE EARNED HIS PH.D. IN POLITICS FROM NEW YORK UNIVERSITY IN 2023 AND HOLDS A B.S. IN MATHEMATICAL ENGINEERING AND AN M.A. IN APPLIED ECONOMICS FROM THE UNIVERSITY OF CHILE.|HARRIS SCHOOL OF PUBLIC POLICY
