name|faculty_of|model_name|has_phd_info|phd_where
SUE JOHNSON|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SUSAN M. COLLINS|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|MASSACHUSETTS INSTITUTE OF TECHNOLOGY
SUSAN MAYER|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SUSAN SIENA|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|UNIVERSITY OF CALIFORNIA, BERKELEY
SUSAN WALTZ|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF DENVER
SUZANNE COOPER|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|STANFORD UNIVERSITY
SUZANNE KELLY-LYALL|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SWAPNA PISIPATI|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
TABITHA CLARK|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
TALEIA BECTON- HILL|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
TANYA HINES|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
TARA  ALI|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
TAREK MASOUD|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|YALE
TARESHA COX|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
TEDDY SVORONOS|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|UNIVERSITY_NAME: HARVARD PHD PROGRAM IN HEALTH POLICY
TEMIRLAN T.  MOLDOGAZIEV |INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|INDIANA UNIVERSITY
TERENCE CHAU|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
TERENCE CHAU|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|NONE
TERESA DAVIS|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
TERRI BRADY|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
TERRI L. RENNER|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
TERRY AMSLER|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
THEASTER GATES|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
THEODORE  MILLER|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|UNIVERSITY OF IOWA
THOMAS COLEMAN|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF CHICAGO
THOMAS GLYNN|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|BRANDEIS UNIVERSITY
THOMAS HAZINSKI|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
THOMAS KANE|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
THOMAS M. RABOVSKY|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|UNIVERSITY OF OKLAHOMA
THOMAS M. RABOVSKY|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|UNIVERSITY OF OKLAHOMA
THOMAS PATTERSON|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|UNIVERSITY OF MINNESOTA
TIM  WATERS|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
TIM BERRY|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
TIM LAYTON|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
TIMOTHY KNOWLES|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|HARVARD GRADUATE SCHOOL OF EDUCATION
TIMOTHY KNOWLES|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|HARVARD UNIVERSITY
TIMOTHY M. DAYONOT|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
TIMOTHY O'BRIEN|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|HARVARD GRADUATE SCHOOL OF EDUCATION
TIMOTHY PATRICK MCCARTHY|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|COLUMBIA UNIVERSITY
TO EMAIL RUSTY, PLEASE USE THE FOLLOWING EMAIL ADDRESS: RUSTYHILLS@GMAIL.COM|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
TODD ACHILLES|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
TODD ROGERS|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
TODD V. ROYER|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|IDAHO STATE UNIVERSITY
TOM DAY|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
TOM IVACKO|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
TOMAS PHILIPSON|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF PENNSYLVANIA
TRAVIS KAVULLA|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
TRENT  ENGBERS|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|IU O'NEILL SCHOOL OF PUBLIC AND ENVIRONMENTAL AFFAIRS
TRENT MOORE|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
TREVOR BECHTEL|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|LOYOLA UNIVERSITY CHICAGO
TRIBBLE BRADLEY|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
TRICIA MCCANN|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
TRISHA BUSHEY|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
ULRICH KROTZ|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|CORNELL UNIVERSITY
URSULA M.  KUHAR|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
VALENTA KABO|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF MICHIGAN
VICKY MERETSKY|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|UNIVERSITY OF ARIZONA
VICTOR  KELSON|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
W. GYUDE MOORE|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
"WALTER REYNOLDS FARLEY,
																LISA NEIDERT"|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
WESLEY  ERWIN|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
WHIT AYRES|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL
WHITNEY HISCHIER|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
WIL BURNS|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF WALES-CARDIFF SCHOOL OF LAW
WILL DOBBIE|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
WILLIAM (BILL) BYNUM|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
WILLIAM CLARK|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
WILLIAM HOGAN|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|UCLA
WILLIAM HOWELL|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|STANFORD UNIVERSITY
WILLIAM JULIUS WILSON|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|WASHINGTON STATE UNIVERSITY
WILLIAM TOWNS|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|BENEDICTINE UNIVERSITY
WIOLETTA DZIUDA|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|PRINCETON UNIVERSITY
WOOSERK PARK|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|INDIANA UNIVERSITY
YALUN SU|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|NONE
YANA GALLEN|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|NORTHWESTERN UNIVERSITY
YANILDA GONZÁLEZ|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|PRINCETON UNIVERSITY
YAZIER HENRY|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
YEJAE KIM|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
YIAWAY YEH|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
YOUSIF HASSAN|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|YORK UNIVERSITY
YOUSIF HASSAN|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|YORK UNIVERSITY, TORONTO
YUKIKO ASAI|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
YURI ZHUKOV|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|HARVARD UNIVERSITY
YUSUF NEGGERS|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|HARVARD UNIVERSITY
ZACH MARENTAY|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
ZAIYI JIANG|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
ZALMA VALENCIA|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
ZAREK BROT-GOLDBERG |HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UC BERKELEY
ZHAOSONG RUAN|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF CHICAGO HARRIS SCHOOL OF PUBLIC POLICY
ZHIYING LI|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|THE OHIO STATE UNIVERSITY
ZIYANG DAVID FAN|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
ZOE (ZHONGYU) WU|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
ZOE MARKS|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|UNIVERSITY OF OXFORD
ZUZANA SELCOVA WISELEY|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF ROCHESTER
